method,budget,sample_id,official_score,gt,first_number,leading_digit_match,gt_len,needle_token_count,needle_pattern,needle_prompt_start,needle_prompt_end,mean_layer_needle_recall,max_layer_needle_recall,full_recall_layer_fraction
l1_prefill_only,128,18,100.0,9852897,9852897,7,7,7,9852897,14947,14953,0.6122448979591837,1.0,0.07142857142857142
l1_prefill_only,128,19,100.0,4374754,4374754,7,7,7,4374754,7696,7702,0.6989795918367346,1.0,0.5
l1_leverage,128,0,100.0,7700828,7700828,7,7,7,7700828,8920,8926,0.4693877551020408,1.0,0.07142857142857142
l1_leverage,128,1,100.0,9548432,9548432,7,7,7,9548432,12162,12168,0.49489795918367346,1.0,0.07142857142857142
l1_leverage,128,2,100.0,2839607,2839607,7,7,7,2839607,3784,3790,0.413265306122449,1.0,0.14285714285714285
l1_leverage,128,3,100.0,8082668,8082668,7,7,7,8082668,14680,14686,0.4540816326530613,1.0,0.14285714285714285
l1_leverage,128,4,100.0,7402509,7402509,7,7,7,7402509,14680,14686,0.4591836734693878,1.0,0.07142857142857142
l1_leverage,128,5,100.0,5218028,5218028,7,7,7,5218028,13625,13631,0.44387755102040816,1.0,0.07142857142857142
l1_leverage,128,6,100.0,2921859,2921859,7,7,7,2921859,13217,13223,0.4285714285714285,1.0,0.03571428571428571
l1_leverage,128,7,100.0,6707197,6707197,7,7,7,6707197,2776,2782,0.4540816326530612,1.0,0.10714285714285714
l1_leverage,128,8,100.0,3653446,3653446,7,7,7,3653446,11178,11184,0.39795918367346933,0.8571428571428571,0.0
l1_leverage,128,9,100.0,5418934,5418934,7,7,7,5418934,12329,12335,0.4795918367346939,1.0,0.03571428571428571
l1_leverage,128,10,100.0,2785277,2785277,7,7,7,2785277,15400,15406,0.4795918367346939,1.0,0.17857142857142858
l1_leverage,128,11,100.0,9517169,9517169,7,7,7,9517169,14991,14997,0.43367346938775514,1.0,0.14285714285714285
l1_leverage,128,12,100.0,7273233,7273233,7,7,7,7273233,4000,4006,0.44387755102040816,1.0,0.07142857142857142
l1_leverage,128,13,100.0,6438436,6438436,7,7,7,6438436,12039,12045,0.5000000000000001,1.0,0.14285714285714285
l1_leverage,128,14,100.0,7089806,7089806,7,7,7,7089806,7576,7582,0.3979591836734694,1.0,0.14285714285714285
l1_leverage,128,15,100.0,5041154,5041154,7,7,7,5041154,13959,13965,0.44897959183673464,1.0,0.03571428571428571
l1_leverage,128,16,100.0,9153566,9153566,7,7,7,9153566,1719,1725,0.4030612244897958,1.0,0.07142857142857142
l1_leverage,128,17,100.0,8973915,8973915,7,7,7,8973915,13527,13533,0.5,1.0,0.14285714285714285
l1_leverage,128,18,100.0,9852897,9852897,7,7,7,9852897,14947,14953,0.3775510204081632,1.0,0.03571428571428571
l1_leverage,128,19,100.0,4374754,4374754,7,7,7,4374754,7696,7702,0.4540816326530613,1.0,0.07142857142857142
attention_l2,128,0,100.0,7700828,7700828,7,7,7,7700828,8920,8926,0.07653061224489796,0.8571428571428571,0.0
attention_l2,128,1,100.0,9548432,9548432,7,7,7,9548432,12162,12168,0.09183673469387754,1.0,0.03571428571428571
attention_l2,128,2,100.0,2839607,2839607,7,7,7,2839607,3784,3790,0.07142857142857142,0.7142857142857143,0.0
attention_l2,128,3,100.0,8082668,8082668,7,7,7,8082668,14680,14686,0.10714285714285712,1.0,0.03571428571428571
attention_l2,128,4,100.0,7402509,7402509,7,7,7,7402509,14680,14686,0.10714285714285712,0.7142857142857143,0.0
attention_l2,128,5,100.0,5218028,5218028,7,7,7,5218028,13625,13631,0.13265306122448978,1.0,0.03571428571428571
attention_l2,128,6,100.0,2921859,2921859,7,7,7,2921859,13217,13223,0.08673469387755099,0.8571428571428571,0.0
attention_l2,128,7,100.0,6707197,6707197,7,7,7,6707197,2776,2782,0.07653061224489795,0.7142857142857143,0.0
attention_l2,128,8,100.0,3653446,3653446,7,7,7,3653446,11178,11184,0.09693877551020406,0.5714285714285714,0.0
attention_l2,128,9,100.0,5418934,5418934,7,7,7,5418934,12329,12335,0.14285714285714282,1.0,0.03571428571428571
attention_l2,128,10,100.0,2785277,2785277,7,7,7,2785277,15400,15406,0.14795918367346936,0.8571428571428571,0.0
attention_l2,128,11,100.0,9517169,9517169,7,7,7,9517169,14991,14997,0.10714285714285712,1.0,0.03571428571428571
attention_l2,128,12,100.0,7273233,7273233,7,7,7,7273233,4000,4006,0.07142857142857141,0.7142857142857143,0.0
attention_l2,128,13,100.0,6438436,6438436,7,7,7,6438436,12039,12045,0.26530612244897955,1.0,0.07142857142857142
attention_l2,128,14,100.0,7089806,7089806,7,7,7,7089806,7576,7582,0.09693877551020406,0.7142857142857143,0.0
attention_l2,128,15,100.0,5041154,5041154,7,7,7,5041154,13959,13965,0.12244897959183672,0.8571428571428571,0.0
attention_l2,128,16,100.0,9153566,9153566,7,7,7,9153566,1719,1725,0.09693877551020406,1.0,0.03571428571428571
attention_l2,128,17,100.0,8973915,8973915,7,7,7,8973915,13527,13533,0.08673469387755102,0.8571428571428571,0.0
attention_l2,128,18,100.0,9852897,9852897,7,7,7,9852897,14947,14953,0.22448979591836735,1.0,0.03571428571428571
attention_l2,128,19,100.0,4374754,4374754,7,7,7,4374754,7696,7702,0.0510204081632653,0.5714285714285714,0.0
attention_l1,128,0,100.0,7700828,7700828,7,7,7,7700828,8920,8926,0.37755102040816324,1.0,0.07142857142857142
attention_l1,128,1,100.0,9548432,9548432,7,7,7,9548432,12162,12168,0.3265306122448979,0.8571428571428571,0.0
attention_l1,128,2,100.0,2839607,2839607,7,7,7,2839607,3784,3790,0.33163265306122447,1.0,0.03571428571428571
attention_l1,128,3,100.0,8082668,8082668,7,7,7,8082668,14680,14686,0.3571428571428571,1.0,0.10714285714285714
attention_l1,128,4,100.0,7402509,7402509,7,7,7,7402509,14680,14686,0.3775510204081632,1.0,0.10714285714285714
attention_l1,128,5,100.0,5218028,5218028,7,7,7,5218028,13625,13631,0.2755102040816327,1.0,0.03571428571428571
attention_l1,128,6,100.0,2921859,2921859,7,7,7,2921859,13217,13223,0.3775510204081632,1.0,0.03571428571428571
attention_l1,128,7,100.0,6707197,6707197,7,7,7,6707197,2776,2782,0.3520408163265306,1.0,0.07142857142857142
attention_l1,128,8,100.0,3653446,3653446,7,7,7,3653446,11178,11184,0.3418367346938775,1.0,0.03571428571428571
attention_l1,128,9,100.0,5418934,5418934,7,7,7,5418934,12329,12335,0.37755102040816324,1.0,0.03571428571428571
attention_l1,128,10,100.0,2785277,2785277,7,7,7,2785277,15400,15406,0.36734693877551017,1.0,0.07142857142857142
attention_l1,128,11,100.0,9517169,9517169,7,7,7,9517169,14991,14997,0.31632653061224486,1.0,0.03571428571428571
attention_l1,128,12,100.0,7273233,7273233,7,7,7,7273233,4000,4006,0.3520408163265305,1.0,0.03571428571428571
attention_l1,128,13,100.0,6438436,6438436,7,7,7,6438436,12039,12045,0.3775510204081632,1.0,0.07142857142857142
attention_l1,128,14,100.0,7089806,7089806,7,7,7,7089806,7576,7582,0.31122448979591827,1.0,0.07142857142857142
attention_l1,128,15,100.0,5041154,5041154,7,7,7,5041154,13959,13965,0.44387755102040816,1.0,0.03571428571428571
attention_l1,128,16,100.0,9153566,9153566,7,7,7,9153566,1719,1725,0.336734693877551,1.0,0.07142857142857142
attention_l1,128,17,100.0,8973915,8973915,7,7,7,8973915,13527,13533,0.39285714285714285,1.0,0.10714285714285714
attention_l1,128,18,100.0,9852897,9852897,7,7,7,9852897,14947,14953,0.2959183673469388,1.0,0.03571428571428571
attention_l1,128,19,100.0,4374754,4374754,7,7,7,4374754,7696,7702,0.36734693877551017,1.0,0.03571428571428571
full,256,0,100.0,7700828,7700828,7,7,7,7700828,8920,8926,1.0,1.0,1.0
full,256,1,100.0,9548432,9548432,7,7,7,9548432,12162,12168,1.0,1.0,1.0
full,256,2,100.0,2839607,2839607,7,7,7,2839607,3784,3790,1.0,1.0,1.0
full,256,3,100.0,8082668,8082668,7,7,7,8082668,14680,14686,1.0,1.0,1.0
full,256,4,100.0,7402509,7402509,7,7,7,7402509,14680,14686,1.0,1.0,1.0
full,256,5,100.0,5218028,5218028,7,7,7,5218028,13625,13631,1.0,1.0,1.0
full,256,6,100.0,2921859,2921859,7,7,7,2921859,13217,13223,1.0,1.0,1.0
full,256,7,100.0,6707197,6707197,7,7,7,6707197,2776,2782,1.0,1.0,1.0
full,256,8,100.0,3653446,3653446,7,7,7,3653446,11178,11184,1.0,1.0,1.0
full,256,9,100.0,5418934,5418934,7,7,7,5418934,12329,12335,1.0,1.0,1.0
full,256,10,100.0,2785277,2785277,7,7,7,2785277,15400,15406,1.0,1.0,1.0
full,256,11,100.0,9517169,9517169,7,7,7,9517169,14991,14997,1.0,1.0,1.0
full,256,12,100.0,7273233,7273233,7,7,7,7273233,4000,4006,1.0,1.0,1.0
full,256,13,100.0,6438436,6438436,7,7,7,6438436,12039,12045,1.0,1.0,1.0
full,256,14,100.0,7089806,7089806,7,7,7,7089806,7576,7582,1.0,1.0,1.0
full,256,15,100.0,5041154,5041154,7,7,7,5041154,13959,13965,1.0,1.0,1.0
full,256,16,100.0,9153566,9153566,7,7,7,9153566,1719,1725,1.0,1.0,1.0
full,256,17,100.0,8973915,8973915,7,7,7,8973915,13527,13533,1.0,1.0,1.0
full,256,18,100.0,9852897,9852897,7,7,7,9852897,14947,14953,1.0,1.0,1.0
full,256,19,100.0,4374754,4374754,7,7,7,4374754,7696,7702,1.0,1.0,1.0
random,256,0,0.0,7700828,1,0,7,7,7700828,8920,8926,0.00510204081632653,0.14285714285714285,0.0
random,256,1,0.0,9548432,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,7,7,9548432,12162,12168,0.01020408163265306,0.14285714285714285,0.0
random,256,2,0.0,2839607,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0,7,7,2839607,3784,3790,0.015306122448979591,0.14285714285714285,0.0
random,256,3,0.0,8082668,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,7,7,8082668,14680,14686,0.015306122448979591,0.14285714285714285,0.0
random,256,4,0.0,7402509,1,0,7,7,7402509,14680,14686,0.015306122448979591,0.14285714285714285,0.0
random,256,5,0.0,5218028,3,0,7,7,5218028,13625,13631,0.01020408163265306,0.14285714285714285,0.0
random,256,6,0.0,2921859,20000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,7,7,2921859,13217,13223,0.00510204081632653,0.14285714285714285,0.0
random,256,7,0.0,6707197,1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,7,7,6707197,2776,2782,0.015306122448979591,0.2857142857142857,0.0
random,256,8,0.0,3653446,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,7,7,3653446,11178,11184,0.02040816326530612,0.14285714285714285,0.0
random,256,9,0.0,5418934,8,0,7,7,5418934,12329,12335,0.015306122448979591,0.2857142857142857,0.0
random,256,10,0.0,2785277,1,0,7,7,2785277,15400,15406,0.01020408163265306,0.14285714285714285,0.0
random,256,11,0.0,9517169,1,0,7,7,9517169,14991,14997,0.00510204081632653,0.14285714285714285,0.0
random,256,12,0.0,7273233,1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,7,7,7273233,4000,4006,0.00510204081632653,0.14285714285714285,0.0
random,256,13,0.0,6438436,0,0,7,7,6438436,12039,12045,0.00510204081632653,0.14285714285714285,0.0
random,256,14,0.0,7089806,1,0,7,7,7089806,7576,7582,0.01020408163265306,0.14285714285714285,0.0
random,256,15,0.0,5041154,1,0,7,7,5041154,13959,13965,0.00510204081632653,0.14285714285714285,0.0
random,256,16,0.0,9153566,1,0,7,7,9153566,1719,1725,0.00510204081632653,0.14285714285714285,0.0
random,256,17,0.0,8973915,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,7,7,8973915,13527,13533,0.00510204081632653,0.14285714285714285,0.0
random,256,18,0.0,9852897,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,7,7,9852897,14947,14953,0.00510204081632653,0.14285714285714285,0.0
random,256,19,0.0,4374754,1,0,7,7,4374754,7696,7702,0.01020408163265306,0.14285714285714285,0.0
recency,256,0,0.0,7700828,10,0,7,7,7700828,8920,8926,0.0,0.0,0.0
recency,256,1,0.0,9548432,13,0,7,7,9548432,12162,12168,0.0,0.0,0.0
recency,256,2,0.0,2839607,17,0,7,7,2839607,3784,3790,0.0,0.0,0.0
recency,256,3,0.0,8082668,13,0,7,7,8082668,14680,14686,0.0,0.0,0.0
recency,256,4,0.0,7402509,13,0,7,7,7402509,14680,14686,0.0,0.0,0.0
recency,256,5,0.0,5218028,13,0,7,7,5218028,13625,13631,0.0,0.0,0.0
recency,256,6,0.0,2921859,10,0,7,7,2921859,13217,13223,0.0,0.0,0.0
recency,256,7,0.0,6707197,10,0,7,7,6707197,2776,2782,0.0,0.0,0.0
recency,256,8,0.0,3653446,10,0,7,7,3653446,11178,11184,0.0,0.0,0.0
recency,256,9,0.0,5418934,10,0,7,7,5418934,12329,12335,0.0,0.0,0.0
recency,256,10,0.0,2785277,42,0,7,7,2785277,15400,15406,0.0,0.0,0.0
recency,256,11,0.0,9517169,10,0,7,7,9517169,14991,14997,0.0,0.0,0.0
recency,256,12,0.0,7273233,13,0,7,7,7273233,4000,4006,0.0,0.0,0.0
recency,256,13,0.0,6438436,10,0,7,7,6438436,12039,12045,0.0,0.0,0.0
recency,256,14,0.0,7089806,13,0,7,7,7089806,7576,7582,0.0,0.0,0.0
recency,256,15,0.0,5041154,10,0,7,7,5041154,13959,13965,0.0,0.0,0.0
recency,256,16,0.0,9153566,10,0,7,7,9153566,1719,1725,0.0,0.0,0.0
recency,256,17,0.0,8973915,13,0,7,7,8973915,13527,13533,0.0,0.0,0.0
recency,256,18,0.0,9852897,13,0,7,7,9852897,14947,14953,0.0,0.0,0.0
recency,256,19,0.0,4374754,10,0,7,7,4374754,7696,7702,0.0,0.0,0.0
sink_recent,256,0,0.0,7700828,10,0,7,7,7700828,8920,8926,0.0,0.0,0.0
sink_recent,256,1,0.0,9548432,13,0,7,7,9548432,12162,12168,0.0,0.0,0.0
sink_recent,256,2,0.0,2839607,13,0,7,7,2839607,3784,3790,0.0,0.0,0.0
sink_recent,256,3,0.0,8082668,13,0,7,7,8082668,14680,14686,0.0,0.0,0.0
sink_recent,256,4,0.0,7402509,10,0,7,7,7402509,14680,14686,0.0,0.0,0.0
sink_recent,256,5,0.0,5218028,13,0,7,7,5218028,13625,13631,0.0,0.0,0.0
sink_recent,256,6,0.0,2921859,10,0,7,7,2921859,13217,13223,0.0,0.0,0.0
sink_recent,256,7,0.0,6707197,10,0,7,7,6707197,2776,2782,0.0,0.0,0.0
sink_recent,256,8,0.0,3653446,13,0,7,7,3653446,11178,11184,0.0,0.0,0.0
sink_recent,256,9,0.0,5418934,13,0,7,7,5418934,12329,12335,0.0,0.0,0.0
sink_recent,256,10,0.0,2785277,42,0,7,7,2785277,15400,15406,0.0,0.0,0.0
sink_recent,256,11,0.0,9517169,10,0,7,7,9517169,14991,14997,0.0,0.0,0.0
sink_recent,256,12,0.0,7273233,13,0,7,7,7273233,4000,4006,0.0,0.0,0.0
sink_recent,256,13,0.0,6438436,13,0,7,7,6438436,12039,12045,0.0,0.0,0.0
sink_recent,256,14,0.0,7089806,13,0,7,7,7089806,7576,7582,0.0,0.0,0.0
sink_recent,256,15,0.0,5041154,13,0,7,7,5041154,13959,13965,0.0,0.0,0.0
sink_recent,256,16,0.0,9153566,13,0,7,7,9153566,1719,1725,0.0,0.0,0.0
sink_recent,256,17,0.0,8973915,13,0,7,7,8973915,13527,13533,0.0,0.0,0.0
sink_recent,256,18,0.0,9852897,100,0,7,7,9852897,14947,14953,0.0,0.0,0.0
sink_recent,256,19,0.0,4374754,10,0,7,7,4374754,7696,7702,0.0,0.0,0.0
attention,256,0,100.0,7700828,7700828,7,7,7,7700828,8920,8926,0.7244897959183675,1.0,0.32142857142857145
attention,256,1,100.0,9548432,9548432,7,7,7,9548432,12162,12168,0.7755102040816328,1.0,0.5357142857142857
attention,256,2,100.0,2839607,2839607,7,7,7,2839607,3784,3790,0.5612244897959183,1.0,0.25
attention,256,3,100.0,8082668,8082668,7,7,7,8082668,14680,14686,0.8112244897959184,1.0,0.6785714285714286
attention,256,4,100.0,7402509,7402509,7,7,7,7402509,14680,14686,0.7959183673469389,1.0,0.6428571428571429
attention,256,5,100.0,5218028,5218028,7,7,7,5218028,13625,13631,0.7397959183673469,1.0,0.5
attention,256,6,100.0,2921859,2921859,7,7,7,2921859,13217,13223,0.7908163265306122,1.0,0.5714285714285714
attention,256,7,0.0,6707197,670719,6,7,7,6707197,2776,2782,0.6326530612244898,1.0,0.2857142857142857
attention,256,8,100.0,3653446,3653446,7,7,7,3653446,11178,11184,0.7091836734693878,1.0,0.4642857142857143
attention,256,9,100.0,5418934,5418934,7,7,7,5418934,12329,12335,0.8214285714285715,1.0,0.6071428571428571
attention,256,10,100.0,2785277,2785277,7,7,7,2785277,15400,15406,0.8520408163265306,1.0,0.7142857142857143
attention,256,11,100.0,9517169,9517169,7,7,7,9517169,14991,14997,0.7857142857142858,1.0,0.5714285714285714
attention,256,12,0.0,7273233,72732,5,7,7,7273233,4000,4006,0.5663265306122448,1.0,0.03571428571428571
attention,256,13,100.0,6438436,6438436,7,7,7,6438436,12039,12045,0.7602040816326532,1.0,0.39285714285714285
attention,256,14,100.0,7089806,7089806,7,7,7,7089806,7576,7582,0.6785714285714286,1.0,0.35714285714285715
attention,256,15,100.0,5041154,5041154,7,7,7,5041154,13959,13965,0.7551020408163266,1.0,0.42857142857142855
attention,256,16,0.0,9153566,915356,6,7,7,9153566,1719,1725,0.4948979591836734,1.0,0.10714285714285714
attention,256,17,0.0,8973915,897391,6,7,7,8973915,13527,13533,0.729591836734694,1.0,0.2857142857142857
attention,256,18,100.0,9852897,9852897,7,7,7,9852897,14947,14953,0.7346938775510203,1.0,0.5
attention,256,19,100.0,4374754,4374754,7,7,7,4374754,7696,7702,0.7499999999999999,1.0,0.5357142857142857
snapkv,256,0,100.0,7700828,7700828,7,7,7,7700828,8920,8926,0.9132653061224489,1.0,0.8928571428571429
snapkv,256,1,0.0,9548432,954832,4,7,7,9548432,12162,12168,0.9285714285714286,1.0,0.9285714285714286
snapkv,256,2,0.0,2839607,2839076,4,7,7,2839607,3784,3790,0.8877551020408163,1.0,0.7857142857142857
snapkv,256,3,0.0,8082668,8088668,3,7,7,8082668,14680,14686,0.9285714285714286,1.0,0.9285714285714286
snapkv,256,4,0.0,7402509,7409090,3,7,7,7402509,14680,14686,0.9285714285714286,1.0,0.9285714285714286
snapkv,256,5,100.0,5218028,5218028,7,7,7,5218028,13625,13631,0.923469387755102,1.0,0.8928571428571429
snapkv,256,6,100.0,2921859,2921859,7,7,7,2921859,13217,13223,0.9285714285714286,1.0,0.9285714285714286
snapkv,256,7,100.0,6707197,6707197,7,7,7,6707197,2776,2782,0.9030612244897959,1.0,0.8928571428571429
snapkv,256,8,100.0,3653446,3653446,7,7,7,3653446,11178,11184,0.9285714285714286,1.0,0.9285714285714286
snapkv,256,9,100.0,5418934,5418934,7,7,7,5418934,12329,12335,0.9387755102040816,1.0,0.9285714285714286
snapkv,256,10,0.0,2785277,2785777,4,7,7,2785277,15400,15406,0.9591836734693878,1.0,0.9285714285714286
snapkv,256,11,0.0,9517169,9516969,3,7,7,9517169,14991,14997,0.9336734693877551,1.0,0.9285714285714286
snapkv,256,12,0.0,7273233,72733,4,7,7,7273233,4000,4006,0.9081632653061226,1.0,0.8571428571428571
snapkv,256,13,0.0,6438436,6438,4,7,7,6438436,12039,12045,0.9387755102040816,1.0,0.9285714285714286
snapkv,256,14,0.0,7089806,7089606,4,7,7,7089806,7576,7582,0.9132653061224489,1.0,0.8571428571428571
snapkv,256,15,0.0,5041154,5041504,4,7,7,5041154,13959,13965,0.9285714285714286,1.0,0.9285714285714286
snapkv,256,16,0.0,9153566,915366,4,7,7,9153566,1719,1725,0.8673469387755102,1.0,0.8214285714285714
snapkv,256,17,0.0,8973915,897,3,7,7,8973915,13527,13533,0.923469387755102,1.0,0.8928571428571429
snapkv,256,18,0.0,9852897,985797,3,7,7,9852897,14947,14953,0.9285714285714286,1.0,0.9285714285714286
snapkv,256,19,100.0,4374754,4374754,7,7,7,4374754,7696,7702,0.9285714285714286,1.0,0.9285714285714286
compactor,256,0,0.0,7700828,701,1,7,7,7700828,8920,8926,0.41326530612244905,1.0,0.2857142857142857
compactor,256,1,0.0,9548432,951,2,7,7,9548432,12162,12168,0.36224489795918363,1.0,0.25
compactor,256,2,0.0,2839607,2833,3,7,7,2839607,3784,3790,0.3724489795918367,1.0,0.25
compactor,256,3,0.0,8082668,808,3,7,7,8082668,14680,14686,0.42857142857142855,1.0,0.21428571428571427
compactor,256,4,0.0,7402509,777,1,7,7,7402509,14680,14686,0.42346938775510196,1.0,0.2857142857142857
compactor,256,5,0.0,5218028,512,1,7,7,5218028,13625,13631,0.37244897959183676,1.0,0.21428571428571427
compactor,256,6,0.0,2921859,29,2,7,7,2921859,13217,13223,0.3622448979591836,1.0,0.25
compactor,256,7,0.0,6707197,6611,1,7,7,6707197,2776,2782,0.4387755102040816,1.0,0.21428571428571427
compactor,256,8,0.0,3653446,365,3,7,7,3653446,11178,11184,0.45918367346938777,1.0,0.25
compactor,256,9,0.0,5418934,151,0,7,7,5418934,12329,12335,0.35714285714285715,1.0,0.21428571428571427
compactor,256,10,0.0,2785277,27,2,7,7,2785277,15400,15406,0.3367346938775509,1.0,0.21428571428571427
compactor,256,11,0.0,9517169,951,3,7,7,9517169,14991,14997,0.33673469387755095,1.0,0.25
compactor,256,12,0.0,7273233,7272,3,7,7,7273233,4000,4006,0.3979591836734694,1.0,0.21428571428571427
compactor,256,13,0.0,6438436,601,1,7,7,6438436,12039,12045,0.3316326530612244,1.0,0.21428571428571427
compactor,256,14,0.0,7089806,7911,1,7,7,7089806,7576,7582,0.3673469387755102,1.0,0.25
compactor,256,15,0.0,5041154,5041,4,7,7,5041154,13959,13965,0.38265306122448967,1.0,0.25
compactor,256,16,0.0,9153566,9153,4,7,7,9153566,1719,1725,0.40306122448979587,1.0,0.25
compactor,256,17,0.0,8973915,837,1,7,7,8973915,13527,13533,0.44897959183673475,1.0,0.25
compactor,256,18,0.0,9852897,918,1,7,7,9852897,14947,14953,0.3724489795918366,1.0,0.25
compactor,256,19,0.0,4374754,437,3,7,7,4374754,7696,7702,0.34693877551020397,1.0,0.21428571428571427
pyramidkv,256,0,0.0,7700828,770828,3,7,7,7700828,8920,8926,0.8775510204081634,1.0,0.7857142857142857
pyramidkv,256,1,0.0,9548432,95432,3,7,7,9548432,12162,12168,0.8826530612244898,1.0,0.8214285714285714
pyramidkv,256,2,0.0,2839607,2839070,4,7,7,2839607,3784,3790,0.826530612244898,1.0,0.6785714285714286
pyramidkv,256,3,0.0,8082668,8088,3,7,7,8082668,14680,14686,0.903061224489796,1.0,0.8214285714285714
pyramidkv,256,4,0.0,7402509,7409,3,7,7,7402509,14680,14686,0.903061224489796,1.0,0.8214285714285714
pyramidkv,256,5,0.0,5218028,521028,3,7,7,5218028,13625,13631,0.8979591836734694,1.0,0.8571428571428571
pyramidkv,256,6,0.0,2921859,29215959,4,7,7,2921859,13217,13223,0.8928571428571429,1.0,0.8214285714285714
pyramidkv,256,7,0.0,6707197,6707919,4,7,7,6707197,2776,2782,0.8520408163265306,1.0,0.75
pyramidkv,256,8,100.0,3653446,3653446,7,7,7,3653446,11178,11184,0.8826530612244898,1.0,0.8214285714285714
pyramidkv,256,9,0.0,5418934,5418341,4,7,7,5418934,12329,12335,0.9081632653061223,1.0,0.8214285714285714
pyramidkv,256,10,0.0,2785277,2777277,2,7,7,2785277,15400,15406,0.9336734693877551,1.0,0.8214285714285714
pyramidkv,256,11,0.0,9517169,9516969,3,7,7,9517169,14991,14997,0.903061224489796,1.0,0.7857142857142857
pyramidkv,256,12,0.0,7273233,727,3,7,7,7273233,4000,4006,0.8316326530612246,1.0,0.6785714285714286
pyramidkv,256,13,0.0,6438436,6436436,3,7,7,6438436,12039,12045,0.8979591836734694,1.0,0.8214285714285714
pyramidkv,256,14,0.0,7089806,70806080,3,7,7,7089806,7576,7582,0.8673469387755103,1.0,0.75
pyramidkv,256,15,0.0,5041154,5041504,4,7,7,5041154,13959,13965,0.8826530612244898,1.0,0.7857142857142857
pyramidkv,256,16,0.0,9153566,915366,4,7,7,9153566,1719,1725,0.8214285714285715,1.0,0.7142857142857143
pyramidkv,256,17,0.0,8973915,897,3,7,7,8973915,13527,13533,0.8775510204081634,1.0,0.7857142857142857
pyramidkv,256,18,0.0,9852897,9857979,3,7,7,9852897,14947,14953,0.8826530612244898,1.0,0.7857142857142857
pyramidkv,256,19,0.0,4374754,43754,3,7,7,4374754,7696,7702,0.8877551020408163,1.0,0.8214285714285714
l2_prefill_only,256,0,100.0,7700828,7700828,7,7,7,7700828,8920,8926,0.9642857142857143,1.0,0.9642857142857143
l2_prefill_only,256,1,100.0,9548432,9548432,7,7,7,9548432,12162,12168,0.9642857142857143,1.0,0.9642857142857143
l2_prefill_only,256,2,100.0,2839607,2839607,7,7,7,2839607,3784,3790,0.9387755102040816,1.0,0.8928571428571429
l2_prefill_only,256,3,100.0,8082668,8082668,7,7,7,8082668,14680,14686,0.9591836734693878,1.0,0.9285714285714286
l2_prefill_only,256,4,100.0,7402509,7402509,7,7,7,7402509,14680,14686,0.9591836734693878,1.0,0.9285714285714286
l2_prefill_only,256,5,100.0,5218028,5218028,7,7,7,5218028,13625,13631,0.9387755102040817,1.0,0.8214285714285714
l2_prefill_only,256,6,100.0,2921859,2921859,7,7,7,2921859,13217,13223,0.9540816326530612,1.0,0.8928571428571429
l2_prefill_only,256,7,100.0,6707197,6707197,7,7,7,6707197,2776,2782,0.9744897959183673,1.0,0.9642857142857143
l2_prefill_only,256,8,100.0,3653446,3653446,7,7,7,3653446,11178,11184,0.9591836734693878,1.0,0.8571428571428571
l2_prefill_only,256,9,100.0,5418934,5418934,7,7,7,5418934,12329,12335,0.9540816326530612,1.0,0.8928571428571429
l2_prefill_only,256,10,100.0,2785277,2785277,7,7,7,2785277,15400,15406,0.9591836734693878,1.0,0.8928571428571429
l2_prefill_only,256,11,100.0,9517169,9517169,7,7,7,9517169,14991,14997,0.9591836734693878,1.0,0.9285714285714286
l2_prefill_only,256,12,100.0,7273233,7273233,7,7,7,7273233,4000,4006,0.9693877551020408,1.0,0.9285714285714286
l2_prefill_only,256,13,100.0,6438436,6438436,7,7,7,6438436,12039,12045,0.9744897959183673,1.0,0.9285714285714286
l2_prefill_only,256,14,100.0,7089806,7089806,7,7,7,7089806,7576,7582,0.9438775510204082,1.0,0.9285714285714286
l2_prefill_only,256,15,100.0,5041154,5041154,7,7,7,5041154,13959,13965,0.9642857142857143,1.0,0.9285714285714286
l2_prefill_only,256,16,100.0,9153566,9153566,7,7,7,9153566,1719,1725,0.9489795918367347,1.0,0.8928571428571429
l2_prefill_only,256,17,100.0,8973915,8973915,7,7,7,8973915,13527,13533,0.9744897959183673,1.0,0.9642857142857143
l2_prefill_only,256,18,100.0,9852897,9852897,7,7,7,9852897,14947,14953,0.9540816326530612,1.0,0.9285714285714286
l2_prefill_only,256,19,100.0,4374754,4374754,7,7,7,4374754,7696,7702,0.9489795918367347,1.0,0.8571428571428571
l2_key_prefill_only,256,0,100.0,7700828,7700828,7,7,7,7700828,8920,8926,0.9948979591836735,1.0,0.9642857142857143
